No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
379,COMBO-17 34668,03h32m38.6710s,-27d47m16.650s,53.16112916667,-27.78795833333,0.691,207156.588478,PUN,G,Vis,14,0,43,3,9,0,0,0,5,0
380,CANDELS J033238.67-274725.1,03h32m38.6730s,-27d47m25.440s,53.1611375,-27.7904,0.38286738,114780.75293822,SLS,G,"IR,Vis",17,0,68,9,10,0,0,0,5,0
381,CANDELS J033238.69-274817.5,03h32m38.6860s,-27d48m17.630s,53.16119166667,-27.80489722222,0.66447701,199205.196112391,SLS,G,"IR,Vis",23,0,91,13,16,0,0,0,5,0
382,COMBO-17 32899,03h32m38.7660s,-27d48m10.120s,53.161525,-27.80281111111,0.31,92935.66198,SLS,*,Vis,13,0,55,2,4,0,0,0,5,0
383,S-CANDELS J033238.79-274714.8,03h32m38.7940s,-27d47m15.080s,53.16164166667,-27.78752222222,1.005,301291.42029,PUN,G,"IR,Vis",30,0,116,10,16,0,0,0,5,0
384,CANDELS J033238.81-274909.3,03h32m38.8050s,-27d49m09.190s,53.1616875,-27.81921944444,0.66980327,200801.968689738,SLS,G,"IR,Vis",28,0,72,12,18,0,0,0,5,0
385,ACS-GC 90041626,03h32m38.8170s,-27d49m28.360s,53.1617375,-27.82454444444,0.834257,250103.956633706,PUN,G,"IR,Vis",29,0,74,11,18,0,0,0,5,0
386,CANDELS J033238.84-274906.2,03h32m38.8530s,-27d49m06.240s,53.1618875,-27.8184,1.30626696,391608.982742588,SLS,G,"IR,Vis",18,0,47,11,14,0,0,0,5,0
387,EIS J033238.88-274626.2,03h32m38.8720s,-27d46m26.120s,53.16196666667,-27.77392222222,0.27528694,82528.9483978985,SLS,G,"IR,Vis",35,0,103,17,22,0,0,0,5,0
388,CANDELS J033238.92-274819.6,03h32m38.9190s,-27d48m19.570s,53.1621625,-27.80543611111,0.28003625,83952.7557166025,SLS,G,"IR,Vis",25,0,110,13,15,0,0,0,5,0
389,CANDELS J033238.96-274703.9,03h32m38.9560s,-27d47m03.980s,53.16231666667,-27.78443888889,2.394586,717878.822832388,SUN,G,"IR,Vis",26,0,79,13,16,0,0,0,5,0
390,CANDELS J033238.96-274937.0,03h32m38.9560s,-27d49m36.890s,53.16231666667,-27.82691388889,0.3770776437974,113045.033690871,SLS,*,"IR,Vis",19,0,70,8,8,0,0,0,5,0
391,CANDELS J033238.96-274523.8,03h32m38.9640s,-27d45m23.850s,53.16235,-27.756625,0.1242430744914,37247.1366912539,SLS,G,"IR,Vis",17,0,63,8,10,0,0,0,5,0
392,EIS J033238.99-274630.5,03h32m38.9700s,-27d46m30.300s,53.162375,-27.77508333333,0.4193494,125717.787386825,SLS,G,"IR,Vis",43,0,133,18,24,0,0,0,5,0
393,CANDELS J033238.96-274656.3,03h32m38.9770s,-27d46m56.360s,53.16240416667,-27.78232222222,1.41525022,424281.342138841,SLS,G,"IR,Vis",24,0,66,15,19,0,0,0,5,0
394,VUDS 0530046321,03h32m38.9890s,-27d46m15.340s,53.16245416667,-27.77092777778,1.03768858,311091.21003673,SLS,G,"IR,Vis",27,0,100,15,19,0,0,0,5,0
395,CANDELS J033239.00-274722.7,03h32m38.9910s,-27d47m22.780s,53.1624625,-27.78966111111,0.008624,2585.410157792,S1L,*,"IR,Vis",25,0,91,9,12,0,0,0,5,0
396,CANDELS J033239.01-274622.2,03h32m39.0010s,-27d46m22.330s,53.16250416667,-27.77286944444,3.086327,925257.557521766,S1L,G,"IR,Vis",24,0,77,13,13,0,0,0,5,0
397,CANDELS J033239.01-274901.8,03h32m39.0050s,-27d49m01.620s,53.16252083333,-27.81711666667,0.532838,159740.813735804,SUN,G,"IR,Vis",17,0,39,6,9,0,0,0,5,0
398,CANDELS J033239.00-274859.5,03h32m39.0090s,-27d48m59.600s,53.1625375,-27.81655555556,2.805891,841184.959770078,SUN,G,"IR,Vis",23,0,59,11,16,0,0,0,5,0
399,CANDELS J033239.04-274933.0,03h32m39.0440s,-27d49m32.830s,53.16268333333,-27.82578611111,0.909688,272717.601533104,PUN,G,"IR,Vis",16,0,37,7,11,0,0,0,5,0
400,CANDELS J033239.08-274617.8,03h32m39.0760s,-27d46m17.910s,53.16281666667,-27.77164166667,3.32534724,996914.022783116,SLS,G,"IR,Vis",31,0,117,17,20,0,0,0,5,0
401,CANDELS J033239.08-274946.0,03h32m39.1030s,-27d49m46.180s,53.16292916667,-27.82949444444,0.968227,290267.152231966,PUN,GPair,"IR,Vis",15,0,31,6,8,0,0,0,5,0
402,CANDELS J033239.15-274644.7,03h32m39.1360s,-27d46m44.330s,53.16306666667,-27.77898055556,2.864,858605.599712,PUN,G,Vis,6,0,28,2,2,0,0,0,5,0
403,EIS J033239.15-274844.8,03h32m39.1560s,-27d48m44.630s,53.16315,-27.81239722222,0.45758167,137179.533585045,SLS,G,"IR,UV,Vis,Xray",41,0,121,19,25,0,0,0,5,0
404,CANDELS J033239.21-274636.0,03h32m39.2280s,-27d46m36.120s,53.16345,-27.7767,1.30666307,391727.733533126,SLS,G,"IR,Vis",24,0,65,15,20,0,0,0,5,0
405,CANDELS J033239.23-274711.8,03h32m39.2290s,-27d47m11.930s,53.16345416667,-27.78664722222,0.46807412,140325.090960987,SLS,G,Vis,23,0,71,9,13,0,0,0,5,0
406,CANDELS J033239.26-274736.7,03h32m39.2570s,-27d47m36.700s,53.16357083333,-27.79352777778,1.35406334,405937.97698629,SLS,G,"IR,Vis",27,0,83,14,20,0,0,0,5,0
407,CANDELS J033239.31-274814.7,03h32m39.3110s,-27d48m14.990s,53.16379583333,-27.80416388889,2.30822,691986.94740476,SUN,G,"IR,Vis",23,0,64,10,15,0,0,0,5,0
408,CANDELS J033239.32-274555.1,03h32m39.3200s,-27d45m55.150s,53.16383333333,-27.76531944444,1.846405,553538.29341349,S1L,G,"IR,Vis",27,0,78,13,17,0,0,0,5,0
409,ACS-GC 90041405,03h32m39.3220s,-27d49m50.470s,53.16384166667,-27.83068611111,0.532792,159727.023282736,SUN,G,"IR,Vis",21,0,81,11,14,0,0,0,5,0
410,CANDELS J033239.32-274939.0,03h32m39.3340s,-27d49m39.020s,53.16389166667,-27.82750555556,0.439,131608.889062,PUN,G,"IR,Vis",17,0,62,8,8,0,0,0,5,0
411,GMASS 1030,03h32m39.3430s,-27d46m23.690s,53.16392916667,-27.77324722222,2.44905,734206.7192649,SUN,G,"IR,Vis",28,0,108,14,19,0,0,0,5,0
412,CANDELS J033239.34-274608.7,03h32m39.3480s,-27d46m08.720s,53.16395,-27.76908888889,0.4192713,125694.373595855,SLS,G,"IR,Vis",24,0,87,11,16,0,0,0,5,0
413,CANDELS J033239.38-274714.2,03h32m39.3720s,-27d47m14.360s,53.16405,-27.78732222222,1.09588252,328537.314350034,SLS,G,"IR,Vis",32,0,108,17,22,0,0,0,5,0
414,COMBO-17 30578,03h32m39.3880s,-27d49m18.040s,53.16411666667,-27.82167777778,0.485,145399.34213,PUN,G,"IR,Vis",12,0,31,3,7,0,0,0,5,0
415,CANDELS J033239.40-274809.8,03h32m39.3960s,-27d48m09.870s,53.16415,-27.80274166667,2.543916,762646.830585528,SUN,G,"IR,Vis",27,0,110,13,16,0,0,0,5,0
416,CANDELS J033239.40-274622.4,03h32m39.4000s,-27d46m22.560s,53.16416666667,-27.77293333333,2.453645,735584.26560941,SUN,G,"IR,Vis",28,0,77,17,19,0,0,0,5,0
417,CANDELS J033239.40-274906.4,03h32m39.4070s,-27d49m06.450s,53.16419583333,-27.81845833333,1.09461599,328157.618208203,SLS,G,"IR,Vis",22,0,57,11,14,0,0,0,5,0
418,COMBO-17 32758,03h32m39.4210s,-27d48m14.040s,53.16425416667,-27.8039,3.655,1095741.43399,PUN,G,Vis,8,0,36,1,3,0,0,0,5,0
419,GMASS 0210,03h32m39.4260s,-27d48m38.990s,53.164275,-27.81083055556,0.73542222,220474.035001617,SLS,G,"IR,Vis",32,0,100,17,19,0,0,0,5,0
420,CANDELS J033239.45-274942.9,03h32m39.4620s,-27d49m43.020s,53.164425,-27.82861666667,0.992515,297548.51145187,PUN,G,"IR,Vis",16,0,51,7,10,0,0,0,5,0
421,CANDELS J033239.46-274557.0,03h32m39.4710s,-27d45m57.160s,53.1644625,-27.76587777778,1.03740875,311007.319113207,SLS,G,"IR,Vis",28,0,98,15,20,0,0,0,5,0
422,CANDELS J033239.50-274739.5,03h32m39.5190s,-27d47m39.640s,53.1646625,-27.79434444444,0.93938,281619.03919604,PUN,G,"IR,Vis",18,0,57,8,9,0,0,0,5,0
423,CANDELS J033239.53-274828.4,03h32m39.5340s,-27d48m28.490s,53.164725,-27.80791388889,2.819024,845122.134120992,SUN,G,"IR,Vis",25,0,84,12,17,0,0,0,5,0
424,EIS J033239.56-274928.6,03h32m39.5360s,-27d49m28.290s,53.16473333333,-27.824525,0.6691,200591.1336478,SLS,G,"IR,Vis",37,0,66,14,22,0,0,0,5,0
425,CANDELS J033239.56-274507.3,03h32m39.5740s,-27d45m07.250s,53.16489166667,-27.75201388889,0.515,154393.11587,PUN,G,"IR,Vis",14,0,65,7,8,0,0,0,5,0
426,COMBO-17 38882,03h32m39.5750s,-27d45m20.830s,53.16489583333,-27.75578611111,1.206,361549.704348,PUN,G,Vis,7,0,30,2,4,0,0,0,5,0
427,CANDELS J033239.57-274912.7,03h32m39.5770s,-27d49m12.770s,53.16490416667,-27.82021388889,1.5165291884602,454644.013037229,SLS,G,"IR,Vis",16,0,38,6,10,0,0,0,5,0
428,CANDELS J033239.57-274643.4,03h32m39.5820s,-27d46m43.520s,53.164925,-27.77875555556,0.98124486,294169.808479266,SLS,G,"IR,Vis",29,0,72,14,18,0,0,0,5,0
429,CANDELS J033239.58-274554.4,03h32m39.5870s,-27d45m54.480s,53.16494583333,-27.76513333333,3.194288,957623.451079904,SUN,G,"IR,Vis",33,0,110,20,23,0,0,0,5,0
430,ACS-GC 90045923,03h32m39.5910s,-27d49m09.560s,53.1649625,-27.81932222222,0.98048984,293943.459177627,SLS,G,"IR,Vis",52,0,117,16,25,0,0,0,5,0
431,CANDELS J033239.61-274737.1,03h32m39.6160s,-27d47m37.260s,53.16506666667,-27.79368333333,2.34389113,702680.883147097,SLS,G,"IR,Vis",27,0,104,13,16,0,0,0,5,0
432,CANDELS J033239.64-274653.8,03h32m39.6280s,-27d46m53.880s,53.16511666667,-27.78163333333,2.22873517,668157.994845348,SLS,G,"IR,Vis",26,0,88,14,18,0,0,0,5,0
433,CANDELS J033239.63-274709.1,03h32m39.6330s,-27d47m09.110s,53.1651375,-27.78586388889,1.3163402,394628.864122212,SLS,G,"IR,Vis,Xray",57,0,129,22,34,0,0,0,5,0
434,COMBO-17 38459,03h32m39.6510s,-27d45m30.290s,53.1652125,-27.75841388889,1.2275,367995.242195,PUN,G,"IR,Vis",10,0,41,5,5,0,0,0,5,0
435,CANDELS J033239.73-274547.0,03h32m39.7180s,-27d45m46.910s,53.16549166667,-27.76303055556,0.82744966,248063.167442664,SLS,G,"IR,Vis",19,0,60,9,13,0,0,0,5,0
436,CANDELS J033239.72-274942.6,03h32m39.7240s,-27d49m42.540s,53.16551666667,-27.82848333333,0.534479,160232.773159382,SUN,G,"IR,Vis",24,0,92,13,17,0,0,0,5,0
437,COMBO-17 32824,03h32m39.7370s,-27d48m12.650s,53.16557083333,-27.80351388889,0.619,185571.531502,PUN,G,Vis,6,0,33,1,3,0,0,0,5,0
438,CANDELS J033239.77-274523.9,03h32m39.7820s,-27d45m23.880s,53.16575833333,-27.75663333333,0.874,262018.608292,PUN,G,"IR,Vis",17,0,54,8,11,0,0,0,5,0
439,ASPECS 3 mm.11,03h32m39.8020s,-27d46m53.570s,53.16584166667,-27.78154722222,1.09650015,328722.475165869,SLS,G,"IR,Radio,Vis",45,0,116,22,29,0,0,0,5,0
440,CANDELS J033239.82-274933.9,03h32m39.8230s,-27d49m33.970s,53.16592916667,-27.82610277778,1.091,327073.571678,PUN,G,"IR,Vis",20,0,80,9,14,0,0,0,5,0
441,CANDELS J033239.85-274913.9,03h32m39.8510s,-27d49m13.990s,53.16604583333,-27.82055277778,0.938083,281230.208378014,PUN,G,"IR,Vis",16,0,37,6,10,0,0,0,5,0
442,CANDELS J033239.88-274633.4,03h32m39.8680s,-27d46m33.540s,53.16611666667,-27.77598333333,2.57448183,771810.235892038,SLS,G,"IR,Vis",23,0,84,11,14,0,0,0,5,0
443,CANDELS J033239.89-274738.1,03h32m39.8770s,-27d47m38.090s,53.16615416667,-27.79391388889,1.03647552,310727.543797628,SLS,G,"IR,Vis",27,0,89,13,19,0,0,0,5,0
444,CANDELS J033239.88-274826.7,03h32m39.8900s,-27d48m26.570s,53.16620833333,-27.80738055556,0.904032,271021.975390656,PUN,G,"IR,Vis",17,0,50,8,9,0,0,0,5,0
445,CANDELS J033239.90-274858.9,03h32m39.9010s,-27d48m58.870s,53.16625416667,-27.81635277778,1.1637007,348868.693229321,SLS,G,"IR,Vis",22,0,64,10,13,0,0,0,5,0
446,CANDELS J033239.92-274647.4,03h32m39.9150s,-27d46m47.320s,53.1663125,-27.77981111111,3.001998,899976.359331084,SUN,G,Vis,14,0,65,7,9,0,0,0,5,0
447,CANDELS J033239.90-274744.2,03h32m39.9180s,-27d47m44.280s,53.166325,-27.79563333333,0.747,223944.966126,PUN,G,"IR,Vis",16,0,64,7,13,0,0,0,5,0
448,CANDELS J033239.93-274806.5,03h32m39.9350s,-27d48m06.680s,53.16639583333,-27.80185555556,0.68238111,204572.710259668,SLS,G,"IR,Vis",24,0,107,13,16,0,0,0,5,0
449,CANDELS J033239.98-274830.6,03h32m39.9750s,-27d48m30.480s,53.1665625,-27.80846666667,0.96220387,288461.463284412,SLS,G,"IR,Vis",19,0,48,9,12,0,0,0,5,0
450,CANDELS J033240.03-274906.5,03h32m40.0360s,-27d49m06.600s,53.16681666667,-27.8185,0.998513,299346.666614954,PUN,G,"IR,Vis",21,0,82,10,13,0,0,0,5,0
451,CANDELS J033240.04-274751.7,03h32m40.0430s,-27d47m51.870s,53.16684583333,-27.79774166667,0.98007608,293819.417050205,SLS,G,Vis,27,0,95,11,17,0,0,0,5,0
452,CANDELS J033240.05-274731.9,03h32m40.0460s,-27d47m31.850s,53.16685833333,-27.79218055556,0.61987324,185833.322268024,SLS,G,"IR,Vis",24,0,81,11,18,0,0,0,5,0
453,WISEA J033240.03-274755.4,03h32m40.0700s,-27d47m55.720s,53.1669583333333,-27.7988111111111,1.99776535,598914.98478373,SLS,G,"IR,Radio,Vis,Xray",70,0,127,40,52,0,0,0,5,0
454,CANDELS J033240.07-274704.9,03h32m40.0680s,-27d47m05.110s,53.16695,-27.78475277778,1.6105097,482818.661595843,SLS,G,"IR,Vis",23,0,93,10,13,0,0,0,5,0
455,CANDELS J033240.08-274901.2,03h32m40.0910s,-27d49m01.200s,53.16704583333,-27.817,3.79065633,1136410.17860396,SLS,G,"IR,Vis",31,0,72,16,17,0,0,0,5,0
456,COMBO-17 30299,03h32m40.1040s,-27d49m27.680s,53.1671,-27.82435555556,0.424,127112.002192,PUN,G,Vis,10,0,28,2,5,0,0,0,5,0
457,COMBO-17 37848,03h32m40.1700s,-27d45m46.280s,53.167375,-27.76285555556,0.716,214651.399928,PUN,G,Vis,10,0,34,2,7,0,0,0,5,0
458,CANDELS J033240.16-274730.7,03h32m40.1740s,-27d47m30.820s,53.16739166667,-27.79189444444,0.33746806,101170.379203891,SLS,G,"IR,Vis",28,0,88,13,20,0,0,0,5,0
459,CANDELS J033240.19-274742.6,03h32m40.1970s,-27d47m42.790s,53.1674875,-27.79521944444,1.76358809,528710.408400625,SLS,G,"IR,Vis",28,0,103,14,19,0,0,0,5,0
460,COMBO-17 30664,03h32m40.1970s,-27d49m16.340s,53.1674875,-27.82120555556,1.436,430501.969688,PUN,G,Vis,5,0,26,2,3,0,0,0,5,0
461,CANDELS J033240.21-274733.0,03h32m40.2260s,-27d47m33.310s,53.16760833333,-27.79258611111,1.09567671,328475.614064253,SLS,G,"IR,Vis",34,0,94,15,20,0,0,0,5,0
462,COMBO-17 29463,03h32m40.2640s,-27d49m49.550s,53.16776666667,-27.83043055556,1.85,554616.0473,SPA,G,"IR,Vis",26,0,54,6,15,0,0,0,5,0
463,CANDELS J033240.26-274900.1,03h32m40.2670s,-27d49m00.170s,53.16777916667,-27.81671388889,1.11186492,333328.717330773,SLS,G,"IR,Vis",27,0,70,14,19,0,0,0,5,0
464,CANDELS J033240.29-274752.6,03h32m40.2850s,-27d47m52.670s,53.16785416667,-27.79796388889,3.462787,1038117.42626045,SUN,G,"IR,Vis",37,0,93,19,30,0,0,0,5,0
465,CANDELS J033240.30-274641.0,03h32m40.3030s,-27d46m41.100s,53.16792916667,-27.77808333333,0.21375185,64081.1925135473,SLS,G,"IR,Vis",24,0,88,11,18,0,0,0,5,0
466,EIS J033240.34-274723.0,03h32m40.3160s,-27d47m22.890s,53.16798333333,-27.78969166667,0.61891743,185546.777638743,SLS,G,"IR,Vis,Xray",45,0,124,23,28,0,0,0,5,0
467,CANDELS J033240.32-274826.7,03h32m40.3300s,-27d48m26.680s,53.16804166667,-27.80741111111,0.31030912,93028.333824617,SLS,G,"IR,Vis",22,0,76,10,14,0,0,0,5,0
468,CANDELS J033240.34-274923.5,03h32m40.3380s,-27d49m23.460s,53.168075,-27.82318333333,0.667754,200187.612999332,SUN,G,"IR,Vis",20,0,62,8,13,0,0,0,5,0
469,COMBO-17 33179,03h32m40.3420s,-27d47m59.600s,53.16809166667,-27.79988888889,0.6,179875.4748,PUN,G,"IR,Vis",11,0,61,3,5,0,0,0,5,0
470,CANDELS J033240.36-274901.0,03h32m40.3520s,-27d49m00.890s,53.16813333333,-27.81691388889,0.822,246429.400476,PUN,G,"IR,Vis",17,0,51,5,11,0,0,0,5,0
471,ACS-GC 90044012,03h32m40.3580s,-27d48m46.570s,53.16815833333,-27.81293611111,0.96186185,288358.928267927,SLS,G,"IR,Vis",38,0,102,19,21,0,0,0,5,0
472,VUDS 0530048721,03h32m40.3670s,-27d45m23.340s,53.16819583333,-27.75648333333,0.5748,172320.7048584,SUN,G,"IR,Vis",14,0,44,7,8,0,0,0,5,0
473,CANDELS J033240.38-274829.5,03h32m40.3720s,-27d48m29.410s,53.16821666667,-27.80816944444,2.59194,777044.06358852,SUN,G,"IR,Vis",19,0,41,7,9,0,0,0,5,0
474,CANDELS J033240.39-274651.8,03h32m40.3840s,-27d46m51.850s,53.16826666667,-27.78106944444,2.998835,899028.11578643,SUN,G,"IR,Vis",26,0,65,16,19,0,0,0,5,0
475,ACS-GC 90042597,03h32m40.4070s,-27d47m52.470s,53.1683625,-27.79790833333,0.62021276,185935.107803364,SLS,G,"IR,Vis",29,0,114,15,20,0,0,0,5,0
476,ACS-GC 90045330,03h32m40.4110s,-27d45m38.240s,53.16837916667,-27.76062222222,0.96070278,288011.447823633,SLS,G,"IR,Vis",25,0,84,14,17,0,0,0,5,0
477,CANDELS J033240.48-274826.5,03h32m40.4830s,-27d48m26.440s,53.16867916667,-27.80734444444,1.08885393,326430.19607766,SLS,G,"IR,Vis",18,0,49,9,11,0,0,0,5,0
478,CANDELS J033240.51-274748.9,03h32m40.5170s,-27d47m49.240s,53.16882083333,-27.79701111111,1.995011,598089.251427038,SUN,G,"IR,Vis",25,0,67,15,19,0,0,0,5,0
479,COMBO-17 33350,03h32m40.5530s,-27d47m52.380s,53.16897083333,-27.79788333333,3.025,906872.18545,PUN,G,Vis,7,0,46,2,3,0,0,0,5,0
480,CANDELS J033240.57-274813.3,03h32m40.5620s,-27d48m13.520s,53.16900833333,-27.80375555556,2.690564,806610.794966312,SUN,G,"IR,Vis",20,0,67,10,12,0,0,0,5,0
481,CANDELS J033240.62-274903.5,03h32m40.6170s,-27d49m03.500s,53.1692375,-27.81763888889,0.971058,291115.864680564,PUN,G,"IR,Vis",17,0,51,7,10,0,0,0,5,0
482,CANDELS J033240.62-274739.8,03h32m40.6210s,-27d47m40.040s,53.16925416667,-27.79445555556,1.03319743,309744.797138983,SLS,G,"IR,Vis",26,0,87,15,18,0,0,0,5,0
483,CANDELS J033240.63-274737.6,03h32m40.6310s,-27d47m37.760s,53.16929583333,-27.79382222222,2.5759159,772240.159262282,SLS,G,"IR,Vis",21,0,64,10,14,0,0,0,5,0
484,CANDELS J033240.66-274837.1,03h32m40.6600s,-27d48m37.090s,53.16941666667,-27.81030277778,2.80795686,841804.289017362,SLS,G,"IR,Vis",21,0,58,8,14,0,0,0,5,0
485,CANDELS J033240.71-274717.0,03h32m40.7140s,-27d47m17.200s,53.16964166667,-27.78811111111,3.18819241,955796.039170844,SLS,G,"IR,Vis",25,0,99,15,16,0,0,0,5,0
486,COMBO-17 33536,03h32m40.7340s,-27d47m49.770s,53.169725,-27.79715833333,0.918,275209.476444,PUN,G,"IR,Vis,Xray",25,0,87,8,15,0,0,0,5,0
487,CANDELS J033240.77-274904.3,03h32m40.7610s,-27d49m04.250s,53.1698375,-27.81784722222,0.977715,293111.58307347,SUN,G,"IR,Vis",17,0,59,6,8,0,0,0,5,0
488,CANDELS J033240.76-274800.4,03h32m40.7670s,-27d48m00.690s,53.1698625,-27.80019166667,0.66488684,199328.060055453,SLS,G,"IR,Vis",24,0,106,14,17,0,0,0,5,0
489,EIS J033240.79-274615.9,03h32m40.7800s,-27d46m15.720s,53.16991666667,-27.77103333333,0.62201271,186474.719238141,SLS,G,"IR,UV,Vis",54,0,126,28,35,0,0,0,5,0
490,COMBO-17 32847,03h32m40.7800s,-27d48m10.800s,53.16991666667,-27.803,2.997,898477.996626,PUN,G,Vis,10,0,43,3,5,0,0,0,5,0
491,CANDELS J033240.78-274606.0,03h32m40.7840s,-27d46m06.090s,53.16993333333,-27.76835833333,3.090504,926509.790618832,SUN,G,"IR,Vis,Xray",39,0,99,25,28,0,0,0,5,0
492,CANDELS J033240.81-274935.8,03h32m40.7970s,-27d49m35.780s,53.1699875,-27.82660555556,3.06788,919727.28604904,SUN,G,"IR,Vis",21,0,75,9,13,0,0,0,5,0
493,ACS-GC 90042589,03h32m40.8720s,-27d47m06.990s,53.1703,-27.785275,0.27586095,82701.0322667151,SLS,G,"IR,Vis",34,0,116,16,20,0,0,0,5,0
494,EIS J033240.92-274541.2,03h32m40.9100s,-27d45m40.980s,53.17045833333,-27.76138333333,0.133,39872.396914,PUN,G,"IR,UV,Vis",29,0,80,10,17,0,0,0,5,0
495,CANDELS J033240.92-274823.7,03h32m40.9190s,-27d48m23.960s,53.17049583333,-27.80665555556,1.24450485,373093.167974421,SLS,G,"IR,Vis",32,0,93,15,22,0,0,0,5,0
496,COMBO-17 36103,03h32m40.9240s,-27d46m34.280s,53.17051666667,-27.77618888889,1.374,411914.837292,PUN,G,Vis,10,0,37,2,4,0,0,0,5,0
497,CANDELS J033240.95-274856.7,03h32m40.9560s,-27d48m56.700s,53.17065,-27.81575,0.954555,286168.38974619,PUN,G,"IR,Vis",15,0,43,6,9,0,0,0,5,0
498,ACS-GC 90046303,03h32m40.9570s,-27d45m28.550s,53.17065416667,-27.75793055556,0.701179,210208.175907982,PUN,G,"IR,Vis",19,0,66,8,11,0,0,0,5,0
499,CANDELS J033240.96-274655.0,03h32m40.9608s,-27d46m55.344s,53.17067,-27.78204,0.76684506,229894.365442557,SLS,G,"IR,Radio,Vis",32,0,109,20,21,0,0,0,5,0
500,CANDELS J033240.94-274925.6,03h32m40.9690s,-27d49m25.540s,53.17070416667,-27.82376111111,2.69,806441.71202,SUN,G,Vis,14,0,33,6,9,0,0,0,5,0
501,GMASS 0335,03h32m40.9800s,-27d48m16.970s,53.17075,-27.80471388889,1.76293281,528513.960398747,SLS,G,"IR,Vis",25,0,84,15,17,0,0,0,5,0
502,CANDELS J033241.01-274710.8,03h32m41.0080s,-27d47m10.750s,53.17086666667,-27.78631944444,0.66566484,199561.298587777,SLS,G,"IR,Vis",18,0,66,9,11,0,0,0,5,0
503,CANDELS J033241.01-274922.4,03h32m41.0080s,-27d49m22.670s,53.17086666667,-27.82296388889,0.69,206856.79602,PUN,G,"IR,Vis",12,0,36,5,6,0,0,0,5,0
504,CANDELS J033241.08-274852.9,03h32m41.0780s,-27d48m52.940s,53.17115833333,-27.81470555556,0.3374,101149.9753292,SLS,G,"IR,Vis,Xray",42,0,99,17,24,0,0,0,5,0
505,CANDELS J033241.11-274752.1,03h32m41.1030s,-27d47m52.130s,53.1712625,-27.79781388889,1.99592201,598362.3653542,SLS,G,"IR,Vis",23,0,85,12,14,0,0,0,5,0
506,CANDELS J033241.11-274734.5,03h32m41.1110s,-27d47m34.650s,53.17129583333,-27.79295833333,0.99058575,296970.136852273,SLS,G,"IR,Vis",32,0,112,16,20,0,0,0,5,0
507,EIS J033241.13-274527.1,03h32m41.1190s,-27d45m26.870s,53.17132916667,-27.75746388889,0.102,30578.830716,PUN,G,"IR,UV,Vis",21,0,71,11,11,0,0,0,5,0
508,CANDELS J033241.15-274536.1,03h32m41.1640s,-27d45m36.300s,53.17151666667,-27.76008333333,1.345,403220.85601,PUN,G,"IR,Vis",10,0,30,4,6,0,0,0,5,0
509,CANDELS J033241.21-274816.4,03h32m41.2070s,-27d48m16.440s,53.17169583333,-27.80456666667,1.9943243,597883.383946129,SLS,G,"IR,Vis",23,0,68,12,14,0,0,0,5,0
510,CANDELS J033241.21-274918.4,03h32m41.2170s,-27d49m18.320s,53.1717375,-27.82175555556,1.119,335467.760502,PUN,G,"IR,Vis",21,0,50,5,13,0,0,0,5,0
511,CANDELS J033241.22-274557.0,03h32m41.2210s,-27d45m57.090s,53.17175416667,-27.76585833333,1.015,304289.34487,PUN,GGroup,"IR,Vis",17,0,38,7,11,0,0,0,5,0
512,COMBO-17 38399,03h32m41.2570s,-27d45m33.190s,53.17190416667,-27.75921944444,1.827,547720.820766,PUN,G,Vis,5,0,30,2,3,0,0,0,5,0
513,CANDELS J033241.30-274613.3,03h32m41.2940s,-27d46m13.450s,53.17205833333,-27.77040277778,0.62248875,186617.432439848,SLS,G,"IR,Vis",31,0,92,14,18,0,0,0,5,0
514,CANDELS J033241.30-274749.0,03h32m41.3040s,-27d47m49.210s,53.1721,-27.79700277778,0.32329367,96921.0039851409,SLS,G,"IR,Vis",29,0,104,15,19,0,0,0,5,0
515,CANDELS J033241.32-274821.1,03h32m41.3060s,-27d48m21.280s,53.17210833333,-27.80591111111,1.31749234,394974.267004772,SLS,G,"IR,Vis,Xray",32,0,72,13,18,0,0,0,5,0
516,CANDELS J033241.34-274754.0,03h32m41.3250s,-27d47m54.090s,53.1721875,-27.79835833333,0.621854,186427.139177132,S1L,G,"IR,Vis",24,0,71,13,15,0,0,0,5,0
517,EIS J033241.35-274554.5,03h32m41.3350s,-27d45m54.420s,53.17222916667,-27.76511666667,0.57430776,172173.135018874,SLS,G,"IR,UV,Vis",33,0,90,18,20,0,0,0,5,0
518,CANDELS J033241.34-274646.2,03h32m41.3400s,-27d46m46.220s,53.17225,-27.77950555556,0.62137465,186283.43366239,SLS,G,"IR,Vis",25,0,91,15,17,0,0,0,5,0
519,CANDELS J033241.34-274538.2,03h32m41.3440s,-27d45m38.350s,53.17226666667,-27.76065277778,1.152,345360.911616,PUN,G,"IR,Vis",28,0,91,12,16,0,0,0,5,0
520,COMBO-17 31597,03h32m41.3630s,-27d48m49.150s,53.17234583333,-27.81365277778,0.521,156191.870618,PUN,G,Vis,7,0,27,2,3,0,0,0,5,0
521,CANDELS J033241.37-274738.1,03h32m41.3720s,-27d47m38.130s,53.17238333333,-27.793925,2.69297809,807334.520941245,SLS,G,"IR,Vis",21,0,64,9,13,0,0,0,5,0
