No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
665,CANDELS J033246.49-274716.3,03h32m46.4960s,-27d47m16.450s,53.19373333333,-27.78790277778,0.4357781,130642.98774157,SLS,G,"IR,Vis",21,0,86,12,15,0,0,0,5,0
666,GMASS 0558,03h32m46.5230s,-27d47m35.900s,53.19384583333,-27.79330555556,0.7074,212073.1847892,SLS,G,"IR,Vis",29,0,91,13,18,0,0,0,5,0
667,CANDELS J033246.69-274800.7,03h32m46.6910s,-27d48m00.730s,53.19454583333,-27.80020277778,0.839735,251746.21971863,PUN,G,"IR,Vis",18,0,59,10,12,0,0,0,5,0
668,COMBO-17 35450,03h32m46.8650s,-27d46m53.380s,53.19527083333,-27.78149444444,3.484,1044476.923672,PUN,G,Vis,8,0,28,2,4,0,0,0,5,0
669,CANDELS J033246.89-274645.4,03h32m46.8780s,-27d46m45.690s,53.195325,-27.77935833333,2.72,815435.48576,PUN,GPair,"IR,Vis",11,0,30,5,7,0,0,0,5,0
670,CANDELS J033246.90-274806.5,03h32m46.8930s,-27d48m06.720s,53.1953875,-27.80186666667,0.894,268014.457452,PUN,G,"IR,Vis",12,0,46,7,8,0,0,0,5,0
671,GALEX J033246-274714,03h32m46.9540s,-27d47m15.990s,53.19564166667,-27.787775,0.22649771,67902.3052122712,SLS,G,"IR,UV,Vis",34,0,101,20,26,0,0,0,5,0
672,CANDELS J033246.97-274657.7,03h32m46.9790s,-27d46m57.730s,53.19574583333,-27.78270277778,3.326012,997113.312817496,S1L,G,"IR,Vis",24,0,63,15,17,0,0,0,5,0
673,CANDELS J033247.01-274648.6,03h32m47.0190s,-27d46m48.760s,53.1959125,-27.78021111111,0.43,128910.75694,PUN,G,"IR,Vis",12,0,27,4,7,0,0,0,5,0
674,CANDELS J033247.02-274711.0,03h32m47.0230s,-27d47m11.150s,53.19592916667,-27.78643055556,0.52283814,156742.931126748,SLS,G,"IR,Vis",19,0,66,12,13,0,0,0,5,0
675,GMASS 0886,03h32m47.1330s,-27d46m44.310s,53.1963875,-27.778975,1.2193,365536.9440394,UUN,G,"IR,Vis",19,0,68,9,12,0,0,0,5,0
676,CANDELS J033247.13-274759.1,03h32m47.1390s,-27d47m59.180s,53.1964125,-27.79977222222,0.973087,291724.143577846,PUN,G,"IR,Vis",13,0,27,5,7,0,0,0,5,0
677,CANDELS J033247.16-274801.8,03h32m47.1600s,-27d48m01.940s,53.1965,-27.80053888889,0.184809641123,55404.536574362,SLS,G,"IR,Vis",13,0,42,6,8,0,0,0,5,0
678,COMBO-17 35570,03h32m47.2330s,-27d46m50.000s,53.19680416667,-27.78055555556,0.74,221846.41892,SLS,G,Vis,9,0,43,3,8,0,0,0,5,0
679,CANDELS J033247.24-274746.8,03h32m47.2530s,-27d47m46.920s,53.1968875,-27.79636666667,0.992138,297435.489695204,PUN,G,"IR,Vis",18,0,65,12,14,0,0,0,5,0
680,VUDS 0530043304,03h32m47.3280s,-27d47m18.610s,53.1972,-27.78850277778,0.22664357,67946.0329401951,SLS,G,"IR,Vis",20,0,47,10,12,0,0,0,5,0
681,VUDS 0530043653,03h32m47.4180s,-27d47m11.050s,53.197575,-27.78640277778,1.097093,328900.207124594,SUN,G,"IR,Vis",30,0,62,16,22,0,0,0,5,0
682,CANDELS J033247.49-274756.9,03h32m47.5010s,-27d47m56.690s,53.19792083333,-27.79908055556,2.91,872396.05278,PUN,G,"IR,Vis",11,0,47,6,6,0,0,0,5,0
683,CANDELS J033247.51-274648.2,03h32m47.5090s,-27d46m48.310s,53.19795416667,-27.78008611111,0.978,293197.023924,PUN,G,"IR,Vis",11,0,46,6,7,0,0,0,5,0
684,ACS-GC 90043476,03h32m47.5180s,-27d47m48.300s,53.19799166667,-27.79675,0.947,283903.457726,S1L,G,"IR,Vis",26,0,84,12,20,0,0,0,5,0
685,CANDELS J033247.60-274750.1,03h32m47.6150s,-27d47m50.250s,53.19839583333,-27.79729166667,0.932044,279419.761724152,PUN,G,"IR,Vis",14,0,36,7,9,0,0,0,5,0
686,CANDELS J033247.62-274705.5,03h32m47.6310s,-27d47m05.440s,53.1984625,-27.78484444444,-0.00089257,-267.58575423706,SLS,*,"IR,Vis",20,0,82,10,10,0,0,0,5,0
687,CANDELS J033247.65-274742.1,03h32m47.6480s,-27d47m41.780s,53.19853333333,-27.79493888889,1.685,505150.29173,PUN,G,"IR,Vis",12,0,28,4,6,0,0,0,5,0
688,CANDELS J033247.66-274736.0,03h32m47.6580s,-27d47m36.140s,53.198575,-27.79337222222,0.908801,272451.685622858,PUN,G,"IR,Vis",16,0,56,8,10,0,0,0,5,0
689,CANDELS J033247.71-274750.1,03h32m47.6980s,-27d47m50.310s,53.19874166667,-27.79730833333,2.688762,806070.568956996,SLS,G,"IR,Vis",13,0,36,6,8,0,0,0,5,0
690,CANDELS J033247.81-274657.1,03h32m47.8220s,-27d46m56.950s,53.19925833333,-27.78248611111,2.535,759973.88103,PUN,G,"IR,Vis",12,0,48,6,7,0,0,0,5,0
691,CANDELS J033247.84-274744.1,03h32m47.8520s,-27d47m44.380s,53.19938333333,-27.79566111111,0.927752,278133.052494416,PUN,G,"IR,Vis",19,0,59,11,13,0,0,0,5,0
692,CANDELS J033247.99-274730.4,03h32m47.9990s,-27d47m30.580s,53.19999583333,-27.79182777778,1.0405,311934.052549,PUN,G,"IR,Vis",17,0,58,8,9,0,0,0,5,0
693,CANDELS J033248.05-274737.4,03h32m48.0530s,-27d47m37.510s,53.20022083333,-27.79375277778,0.3486695469817,104528.50051939,SLS,G,"IR,Vis",18,0,76,8,12,0,0,0,5,0
694,CANDELS J033248.08-274723.4,03h32m48.0880s,-27d47m23.500s,53.20036666667,-27.78986111111,0.8627697646117,258651.868421023,SLS,*,"IR,Vis",21,0,80,8,7,0,0,0,5,0
695,CANDELS J033248.33-274738.9,03h32m48.3470s,-27d47m38.980s,53.20144583333,-27.79416111111,0.3466,103908.0659428,UUN,G,"IR,Vis",20,0,71,9,11,0,0,0,5,0
696,CANDELS J033248.34-274708.6,03h32m48.3490s,-27d47m08.570s,53.20145416667,-27.78571388889,3.243,972226.941294,S1L,G,"IR,Vis",13,0,31,6,6,0,0,0,5,0
697,GMASS 0643,03h32m48.4520s,-27d47m19.720s,53.20188333333,-27.78881111111,0.5322,159549.5461476,SLS,G,"IR,Vis",32,0,94,14,18,0,0,0,5,0
698,CANDELS J033248.54-274725.2,03h32m48.5410s,-27d47m25.420s,53.20225416667,-27.79039444444,0.797386,239050.308914788,PUN,G,"IR,Vis",19,0,78,9,12,0,0,0,5,0
699,CANDELS J033248.65-274732.5,03h32m48.6570s,-27d47m32.480s,53.2027375,-27.79235555556,0.4494542440825,134742.992592025,SLS,G,"IR,Vis",16,0,48,7,10,0,0,0,5,0
700,CANDELS J033248.96-274734.4,03h32m48.9580s,-27d47m34.630s,53.20399166667,-27.79295277778,0.981175,294148.86497815,PUN,G,"IR,Vis",14,0,41,6,7,0,0,0,5,0
701,EIS J033249.32-274726.6,03h32m49.3050s,-27d47m26.220s,53.2054375,-27.79061666667,0.133,39872.396914,PUN,G,"IR,UV,Vis",21,0,58,9,13,0,0,0,5,0
702,CANDELS J033249.35-274723.4,03h32m49.3550s,-27d47m23.420s,53.20564583333,-27.78983888889,0.905263,271391.019906454,PUN,G,"IR,Vis",20,0,48,13,12,0,0,0,5,0
703,S-CANDELS J033249.48-274731.7,03h32m49.4770s,-27d47m31.940s,53.20615416667,-27.79220555556,3.245,972826.52621,PUN,GPair,"IR,Vis",8,0,52,4,5,0,0,0,5,0
704,CANDELS J033249.95-274724.7,03h32m49.9560s,-27d47m24.880s,53.20815,-27.79024444444,0.143,42870.321494,PUN,G,"IR,Vis",12,0,40,6,8,0,0,0,5,0
705,CANDELS J033234.43-274659.5,03h32m34.4328s,-27d46m59.772s,53.14347,-27.78327,1.41442953,424035.305466485,SLS,G,"IR,Radio,Vis",45,0,69,25,28,0,0,0,0,0
706,CANDELS J033240.01-274815.0,03h32m40.0138s,-27d48m14.979s,53.16672416667,-27.80416083333,5.831428,1748218.13377002,SUN,G,"IR,Vis",54,0,111,22,25,0,0,0,0,0
707,CANDELS J033233.67-274751.0,03h32m33.6758s,-27d47m51.345s,53.140316,-27.797596,1.75999999,527634.723082075,UUN,G,"IR,Vis,Xray",36,0,104,20,22,0,0,0,0,0
708,GMASS 0996,03h32m36.9117s,-27d46m28.524s,53.153799,-27.77459,1.3810289933214,414022.076477088,SLS,G,"IR,Vis,Xray",37,0,102,14,19,0,0,0,0,0
709,CANDELS J033241.20-274932.3,03h32m41.2234s,-27d49m32.433s,53.1717644,-27.825676,1.71,512645.10318,PUN,G,"IR,Vis",26,0,50,12,14,0,0,0,0,0
710,CANDELS J033236.46-274641.4,03h32m36.4711s,-27d46m41.448s,53.15196291667,-27.77818,6.1,1828733.9938,PSE,G,"IR,Vis",30,0,67,15,16,0,0,0,0,0
711,CANDELS J033235.97-274605.0,03h32m35.9817s,-27d46m05.102s,53.149924,-27.768084,1.03380425,309926.717198346,SLS,G,"IR,Vis",13,0,34,9,8,0,0,0,0,0
712,CANDELS J033233.77-274807.5,03h32m33.7790s,-27d48m07.585s,53.14074583333,-27.80210694444,5.921901,1775341.25682266,S1L,G,"IR,Vis",29,0,34,20,17,0,0,0,0,0
713,CANDELS J033239.78-274633.7,03h32m39.7944s,-27d46m34.004s,53.165810064885,-27.77611229649,5.8493,1753576.0245794,PUN,,"IR,Vis",20,0,33,14,13,0,0,0,0,0
714,CANDELS J033240.05-274907.4,03h32m40.0593s,-27d49m07.492s,53.166914,-27.818748,1.2081,362179.2685098,PUN,,"IR,Vis",13,0,21,5,3,0,0,0,0,0
715,UDF 04106,03h32m42.8224s,-27d46m27.390s,53.178427,-27.774275,2.2919,687094.3344902,PUN,,Vis,4,0,8,3,3,0,0,0,0,0
716,UDF 03506,03h32m42.8064s,-27d48m03.524s,53.17836,-27.800979,6.331359,1898093.67709042,S1L,,Vis,23,0,31,16,15,0,0,0,0,0
717,CANDELS J033236.62-274750.0,03h32m36.6156s,-27d47m49.963s,53.152565,-27.797212,6.15,1843723.6167,PSE,G,"IR,Vis",22,0,51,13,11,0,0,0,0,0
718,UDF 00849,03h32m44.1429s,-27d48m27.320s,53.183929,-27.807589,5.8492,1753546.0453336,PUN,,Vis,10,0,7,6,6,0,0,0,0,0
719,GLARE 1009,03h32m38.4967s,-27d48m57.834s,53.160403,-27.816065,1.2275,367995.242195,PUN,*,Vis,12,0,28,4,4,0,0,0,0,0
720,CANDELS J033238.28-274617.2,03h32m38.2864s,-27d46m17.486s,53.159527,-27.771524,6.107073,1830854.42585543,S1L,,"IR,Vis",36,0,63,29,27,0,0,0,0,0
721,CANDELS J033247.84-274746.3,03h32m47.8512s,-27d47m46.586s,53.19938,-27.796274,5.98,1792758.89884,S1L,,"IR,Vis",19,0,22,13,11,0,0,0,0,0
722,CANDELS J033234.09-274647.2,03h32m34.0946s,-27d46m47.208s,53.14206083333,-27.77978,5.926024,1776577.30112699,S1L,G,"IR,Vis",35,0,64,23,21,0,0,0,0,0
723,CANDELS J033236.97-274557.5,03h32m36.9808s,-27d45m57.823s,53.154087,-27.766062,5.79912,1738532.43903696,SLS,,"IR,Vis",33,0,40,27,26,0,0,0,0,0
724,UDF 01246,03h32m43.1100s,-27d46m49.220s,53.179625,-27.78033888889,5.75,1723806.6335,PUN,,Vis,2,0,6,1,1,0,0,0,0,0
725,CANDELS J033229.44-274740.5,03h32m29.4624s,-27d47m40.704s,53.12276,-27.79464,5.8195,1744642.209331,PUN,,"IR,Vis",14,0,23,7,5,0,0,0,0,0
726,HRG14 J033234.57-274658.0,03h32m34.5744s,-27d46m58.008s,53.14406,-27.78278,0.327,98032.133766,PUN,,"IR,Vis",8,0,20,4,5,0,0,0,0,0
727,UDF 01893,03h32m47.5608s,-27d47m11.544s,53.19817,-27.78654,5.9694,1789581.0987852,PUN,,Vis,7,0,12,3,3,0,0,0,0,0
728,CANDELS J033238.54-274617.4,03h32m38.5488s,-27d46m17.806s,53.16062,-27.771613,5.977568,1792029.80358214,S1L,,"IR,Vis",39,0,35,30,28,0,0,0,0,0
729,CANDELS J033238.28-274751.2,03h32m38.2872s,-27d47m51.540s,53.15953,-27.79765,5.6078,1681176.1459724,PUN,,"IR,Vis",20,0,46,12,9,0,0,0,0,0
730,CANDELS J033238.85-274713.1,03h32m38.8612s,-27d47m13.167s,53.161922,-27.786991,6.74,2020601.16692,S1L,,"IR,Vis",14,0,30,9,8,0,0,0,0,0
731,CANDELS_GOODSS 75,03h32m32.6083s,-27d47m53.980s,53.13586791667,-27.79832777778,5.781013,1733104.09699995,S1L,G,"IR,Vis",28,0,37,17,14,0,0,0,0,0
732,CANDELS J033238.78-274710.8,03h32m38.7912s,-27d47m11.112s,53.16163,-27.78642,4.25404187,1275329.66864222,SLS,,"IR,Vis",20,0,33,11,8,0,0,0,0,0
733,UDF 02926,03h32m47.7069s,-27d47m42.950s,53.198779,-27.795264,1.1387,341373.6719246,PUN,,Vis,4,0,13,2,2,0,0,0,0,0
734,UDF 03110,03h32m40.8240s,-27d47m48.984s,53.1701,-27.79694,5.985712,1794471.3133601,S1L,,Vis,10,0,17,8,7,0,0,0,0,0
735,CANDELS J033239.77-274812.1,03h32m39.7824s,-27d48m12.420s,53.16576,-27.80345,5.889086,1765503.56731339,S1L,,"IR,Vis",19,0,23,15,11,0,0,0,0,0
736,GLARE 1067,03h32m35.8320s,-27d48m49.140s,53.1493,-27.81365,5.8695,1759631.832231,PUN,,Vis,9,0,22,4,4,0,0,0,0,0
737,CANDELS J033230.12-274712.0,03h32m30.1411s,-27d47m11.972s,53.125588,-27.786659,6.384785,1914110.38895153,S1L,,Vis,14,0,25,12,10,0,0,0,0,0
738,CANDELS J033236.44-274834.2,03h32m36.4584s,-27d48m34.488s,53.15191,-27.80958,5.5597,1666756.1287426,PUN,,"IR,Vis",14,0,26,7,5,0,0,0,0,0
739,HRG14 J033239.37-274739.2,03h32m39.3720s,-27d47m39.184s,53.16405,-27.794218,5.737857,1720166.25368251,S1L,G,"IR,Vis",18,0,37,13,11,0,0,0,0,0
740,CANDELS J033241.75-274824.9,03h32m41.7614s,-27d48m24.933s,53.174006,-27.806926,1.57,470674.15906,PUN,G,"IR,Vis",21,0,81,8,8,0,0,0,0,0
741,CANDELS J033238.49-274744.9,03h32m38.4988s,-27d47m44.955s,53.160412,-27.795821,0.1275,38223.538395,PUN,,Vis,7,0,15,4,3,0,0,0,0,0
742,GLARE 1086,03h32m30.1416s,-27d47m28.438s,53.12559,-27.791233,0.729,218548.701882,PUN,G,"IR,Vis",11,0,22,5,6,0,0,0,0,0
743,CANDELS J033240.56-274715.4,03h32m40.5698s,-27d47m15.399s,53.169041,-27.787611,5.4675705,1639136.39948329,SLS,,"IR,Vis",20,0,29,17,13,0,0,0,0,0
744,CANDELS J033236.15-274606.8,03h32m36.1456s,-27d46m06.985s,53.150607,-27.768607,1.2275,367995.242195,PUN,,Vis,7,0,10,4,3,0,0,0,0,0
745,CANDELS J033237.42-274612.2,03h32m37.4241s,-27d46m12.273s,53.155934,-27.770076,1.09933863,329573.430062053,SLS,G,"IR,Vis",20,0,58,10,15,0,0,0,0,0
746,CANDELS J033236.24-274631.3,03h32m36.2445s,-27d46m31.638s,53.151019,-27.775455,1.45569,436404.88318602,SLS,,"IR,Vis",11,0,32,7,6,0,0,0,0,0
747,UDF ACS 03377,03h32m32.6340s,-27d47m54.286s,53.135975,-27.79841277778,5.774,1731001.652492,PUN,G,"IR,Vis",11,0,32,8,7,0,0,0,0,0
748,CANDELS J033243.02-274623.6,03h32m43.0344s,-27d46m23.894s,53.17931,-27.773304,6.1024,1829453.4956992,S1L,G,"IR,Vis",30,0,34,22,17,0,0,0,0,0
749,CANDELS J033241.43-274601.2,03h32m41.4336s,-27d46m01.408s,53.17264,-27.767058,5.99,1795756.82342,S1L,G,"IR,Vis",19,0,16,12,11,0,0,0,0,0
750,CANDELS J033239.86-274619.0,03h32m39.8597s,-27d46m19.074s,53.16608208333,-27.771965,6.309683,1891595.37577081,S1L,G,"IR,Vis",29,0,66,20,19,0,0,0,0,0
751,CANDELS J033237.23-274538.3,03h32m37.2374s,-27d45m38.606s,53.155156,-27.760724,6.314,1892889.579812,S1L,,"IR,Vis",22,0,19,16,10,0,0,0,0,0
752,UDF 00898,03h32m34.1455s,-27d48m24.613s,53.142273,-27.806837,5.9894,1795576.9479452,PUN,,Vis,12,0,21,6,5,0,0,0,0,0
753,HRG14 J033240.26-274808.1,03h32m40.2583s,-27d48m08.114s,53.167743,-27.802254,5.91,1771773.42678,PUN,,"IR,Vis",9,0,15,5,4,0,0,0,0,0
754,CANDELS J033240.55-274802.5,03h32m40.5538s,-27d48m02.606s,53.16897416667,-27.80072388889,6.25,1873702.8625,S1L,G,"IR,Vis",24,0,25,15,15,0,0,0,0,0
755,CANDELS J033235.05-274740.1,03h32m35.0556s,-27d47m40.174s,53.146065,-27.79449277778,6.17,1849719.46586,PSE,G,"IR,Vis",27,0,60,14,14,0,0,0,0,0
756,HRG14 J033244.70-274711.6,03h32m44.7014s,-27d47m11.565s,53.186256,-27.786546,1.172,351356.760776,PUN,,"IR,Vis",11,0,26,5,5,0,0,0,0,0
757,UDF 00903,03h32m33.3304s,-27d48m24.138s,53.138877,-27.806705,3.7743,1131506.6742294,PUN,,Vis,7,0,14,2,2,0,0,0,0,0
758,CANDELS J033241.55-274744.3,03h32m41.5776s,-27d47m44.426s,53.17324,-27.795674,6.0,1798754.748,S1L,,"IR,Vis",23,0,47,13,14,0,0,0,0,0
759,CANDELS J033237.28-274854.6,03h32m37.2768s,-27d48m54.572s,53.15532,-27.81515888889,6.718,2014005.732844,S1L,G,"IR,Vis",32,0,50,20,15,0,0,0,0,0
760,UDF 03914,03h32m32.7187s,-27d46m37.369s,53.136328,-27.777047,5.9491,1783495.3118878,PUN,,Vis,10,0,15,5,5,0,0,0,0,0
761,CANDELS J033240.91-274831.5,03h32m40.9164s,-27d48m31.543s,53.170485,-27.808762,0.93753948,281067.265181242,SLS,,"IR,Vis",11,0,14,7,5,0,0,0,0,0
762,CANDELS J033244.70-274645.4,03h32m44.7072s,-27d46m45.696s,53.18628,-27.77936,5.8492,1753546.0453336,PUN,G,"IR,Vis",25,0,42,12,9,0,0,0,0,0
763,CANDELS J033234.28-274752.6,03h32m34.2904s,-27d47m52.832s,53.142877,-27.798009,5.5620814911587,1667470.08183077,SLS,,"IR,Vis",13,0,27,6,5,0,0,0,0,0
764,CANDELS J033241.18-274914.8,03h32m41.1854s,-27d49m14.836s,53.17160583333,-27.82078777778,5.9446673510172,1782166.4371538,PSE,G,"IR,Vis",25,0,40,13,17,0,0,0,0,0
765,CANDELS J033233.42-274744.8,03h32m33.4282s,-27d47m44.880s,53.13928416667,-27.7958,5.59066776,1676040.02963175,SLS,G,"IR,Vis",26,0,46,14,13,0,0,0,0,0
766,CANDELS J033239.45-274543.4,03h32m39.4584s,-27d45m43.704s,53.16441,-27.76214,6.09561163,1827418.39357109,SLS,G,"IR,Vis",20,0,18,12,12,0,0,0,0,0
767,HRG14 J033231.30-274808.3,03h32m31.3048s,-27d48m08.499s,53.130437,-27.802361,5.93,1777769.27594,S1L,,"IR,Vis",16,0,26,10,9,0,0,0,0,0
768,CANDELS J033239.06-274538.7,03h32m39.0653s,-27d45m38.764s,53.16277208333,-27.76076777778,5.920918,1775046.56083644,S1L,G,"IR,Vis",36,0,36,24,25,0,0,0,0,0
769,HRG14 J033232.36-274702.8,03h32m32.3640s,-27d47m03.048s,53.13485,-27.78418,5.8993,1768565.6474794,PUN,,"IR,Vis",10,0,13,4,4,0,0,0,0,0
770,CANDELS J033240.24-274605.2,03h32m40.2490s,-27d46m05.174s,53.16770416667,-27.76810388889,5.918,1774171.766444,SLS,G,"IR,Vis",20,0,30,11,10,0,0,0,0,0
771,GLARE 1045,03h32m42.5947s,-27d48m08.820s,53.17747791667,-27.80245,5.86,1756783.80388,S1L,G,Vis,20,0,35,10,10,0,0,0,0,0
772,UDF 00886,03h32m34.0022s,-27d48m25.002s,53.141676,-27.806945,1.2135,363798.147783,PUN,,Vis,10,0,20,4,4,0,0,0,0,0
773,CANDELS J033236.81-274758.1,03h32m36.8164s,-27d47m58.192s,53.153402,-27.799498,5.46,1636866.82068,PUN,,"IR,Vis",13,0,25,10,6,0,0,0,0,0
774,UDF 00561,03h32m40.9305s,-27d48m44.751s,53.170544,-27.812431,5.836624,1749775.85538179,S1L,,Vis,17,0,33,11,10,0,0,0,0,0
775,HRG14 J033234.28-274752.3,03h32m34.2835s,-27d47m52.274s,53.14284791667,-27.79785388889,5.505,1650357.48129,PUN,G,"IR,Vis",15,0,41,5,5,0,0,0,0,0
776,CANDELS J033239.16-274628.4,03h32m39.1598s,-27d46m28.441s,53.163166,-27.774567,5.736,1719609.539088,PUN,,"IR,Vis",10,0,16,6,5,0,0,0,0,0
777,GLARE 1054,03h32m33.2066s,-27d46m43.291s,53.13836083333,-27.77869194444,5.938413,1780291.42988915,S1L,G,Vis,19,0,20,11,12,0,0,0,0,0
778,CANDELS J033238.01-274908.4,03h32m38.0157s,-27d49m08.389s,53.158399,-27.818997,1.354720793813,406135.07668091,SLS,G,"IR,Vis",18,0,40,5,7,0,0,0,0,0
779,UDF 03554,03h32m45.1608s,-27d48m05.364s,53.18817,-27.80149,5.9596,1786643.1326968,PUN,,Vis,7,0,13,4,4,0,0,0,0,0
780,CANDELS J033234.54-274755.9,03h32m34.5466s,-27d47m55.989s,53.14394416667,-27.79888583333,5.5619,1667415.6721502,PUN,G,"IR,Vis",22,0,55,11,7,0,0,0,0,0
781,HRG14 J033234.30-274753.6,03h32m34.3056s,-27d47m53.570s,53.14294,-27.79821388889,6.447,1932761.976726,PUN,G,"IR,Vis",13,0,33,4,4,0,0,0,0,0
782,UDF 02183,03h32m30.5145s,-27d47m20.130s,53.127144,-27.788925,6.2642,1877959.9154036,PUN,,Vis,4,0,11,2,2,0,0,0,0,0
783,UDF 01161,03h32m42.7176s,-27d48m12.060s,53.17799,-27.80335,5.9789,1792429.1271362,PUN,,Vis,7,0,16,3,3,0,0,0,0,0
784,UDF 00801,03h32m43.1671s,-27d48m29.797s,53.179863,-27.808277,5.8326,1748569.4905308,PUN,,Vis,13,0,21,6,5,0,0,0,0,0
785,GOODS-CDFS-MUSIC 09548,03h32m44.1386s,-27d47m43.497s,53.183911,-27.795416,0.73399013,220044.70522044,SLS,G,"IR,Vis",16,0,29,7,9,0,0,0,0,0
786,UDF 03471,03h32m35.1336s,-27d48m01.731s,53.14639,-27.800481,1.0796,323655.9376568,PUN,,Vis,6,0,15,2,2,0,0,0,0,0
787,VUDS 0532000222,03h32m39.0499s,-27d49m08.284s,53.16270791667,-27.81896777778,5.643236,1691799.59151409,SLS,G,Vis,10,0,18,4,5,0,0,0,0,0
788,CANDELS J033234.55-274755.1,03h32m34.5530s,-27d47m55.161s,53.14397083333,-27.79865583333,5.5594,1666666.1910052,PUN,G,"IR,Vis",12,0,28,5,5,0,0,0,0,0
789,CANDELS J033238.39-274758.6,03h32m38.4093s,-27d47m58.653s,53.160039,-27.799626,2.786322,835318.321159476,SLS,,"IR,Vis",12,0,34,6,6,0,0,0,0,0
790,CANDELS J033233.55-274644.1,03h32m33.5570s,-27d46m44.202s,53.139821,-27.778945,5.747,1722907.256126,PUN,,Vis,9,0,16,3,2,0,0,0,0,0
791,CANDELS J033235.19-274710.0,03h32m35.1970s,-27d47m10.071s,53.14665416667,-27.78613083333,5.51987065,1654815.59000556,SLS,G,"IR,Vis",29,0,62,21,20,0,0,0,0,0
792,UDF 01047,03h32m40.2228s,-27d48m17.031s,53.167595,-27.804731,0.0917,27490.9683986,PUN,,Vis,5,0,13,3,3,0,0,0,0,0
793,CANDELS J033237.13-274625.9,03h32m37.1376s,-27d46m25.939s,53.15474,-27.773872,1.09598024,328566.61006903,SLS,G,"IR,Vis",26,0,65,12,17,0,0,0,0,0
794,CANDELS J033237.88-274600.9,03h32m37.8816s,-27d46m00.973s,53.15784,-27.766937,1.3399,401691.9144742,PUN,,Vis,8,0,26,5,4,0,0,0,0,0
795,CANDELS J033242.36-274615.7,03h32m42.3720s,-27d46m15.988s,53.17655,-27.771108,5.88979,1765714.62120382,SLS,,"IR,Vis",31,0,19,25,23,0,0,0,0,0
796,UDF 00332,03h32m36.4084s,-27d49m02.838s,53.151702,-27.817455,0.327,98032.133766,PUN,,Vis,4,0,11,2,2,0,0,0,0,0
797,UDF 03521,03h32m46.5088s,-27d48m03.672s,53.193787,-27.80102,0.9406,281984.7859948,PUN,,Vis,6,0,13,3,3,0,0,0,0,0
798,CANDELS J033238.26-274603.9,03h32m38.2682s,-27d46m04.008s,53.159451,-27.76778,1.42771825,428019.163498959,SLS,G,"IR,Vis",30,0,81,13,16,0,0,0,0,0
799,UDF 00424,03h32m37.2734s,-27d48m57.124s,53.155306,-27.815868,5.568,1669244.406144,SLS,,Vis,6,0,12,4,4,0,0,0,0,0
800,CANDELS J033237.16-274841.1,03h32m37.1736s,-27d48m41.400s,53.15489,-27.8115,5.2453,1572501.3799474,PUN,,"IR,Vis",14,0,22,11,9,0,0,0,0,0
801,CANDELS J033234.13-274656.3,03h32m34.1344s,-27d46m56.402s,53.142227,-27.782334,1.26,377738.49708,PUN,,Vis,7,0,14,4,3,0,0,0,0,0
802,CANDELS J033240.10-274739.0,03h32m40.1114s,-27d47m39.253s,53.167131,-27.794237,5.77699,1731898.03194142,S1L,,"IR,Vis",21,0,28,19,15,0,0,0,0,0
803,UDF 02583,03h32m43.0538s,-27d47m32.294s,53.179391,-27.792304,1.1722,351416.7192676,PUN,,Vis,4,0,12,2,2,0,0,0,0,0
804,UDF 01109,03h32m44.4576s,-27d48m14.155s,53.18524,-27.803932,0.769,230540.400202,PUN,,Vis,5,0,13,3,3,0,0,0,0,0
805,UDF 01777,03h32m32.6373s,-27d47m04.992s,53.135989,-27.78472,4.76,1427012.10008,PUN,,Vis,4,0,12,3,3,0,0,0,0,0
806,CANDELS J033235.37-274736.0,03h32m35.3805s,-27d47m36.297s,53.147419,-27.793416,2.805,840917.84469,SLS,,"IR,Vis",13,0,40,7,7,0,0,0,0,0
807,UDF 04000,03h32m37.9400s,-27d46m32.620s,53.15808333333,-27.77572777778,1.324,396925.214392,PUN,,Vis,4,0,6,2,2,0,0,0,0,0
808,UDF 01992,03h32m47.5068s,-27d47m14.402s,53.197945,-27.787334,4.61,1382043.23138,PUN,,Vis,4,0,11,2,2,0,0,0,0,0
809,HRG14 J033236.52-274642.0,03h32m36.5232s,-27d46m42.247s,53.15218,-27.778402,5.927,1776869.898566,S1L,,"IR,Vis",12,0,11,8,8,0,0,0,0,0
810,CANDELS J033237.46-274632.7,03h32m37.4707s,-27d46m33.027s,53.156128,-27.775841,6.107,1830832.541006,S1L,G,"IR,Vis",32,0,69,25,24,0,0,0,0,0
811,HRG14 J033237.48-274632.5,03h32m37.4836s,-27d46m32.728s,53.156182,-27.775758,6.0971,1827864.5956718,PUN,G,"IR,Vis",12,0,31,8,9,0,0,0,0,0
812,CANDELS J033229.97-274702.7,03h32m29.9491s,-27d47m02.824s,53.124788,-27.784118,5.7806,1732980.2827148,S1L,,"IR,Vis",16,0,13,13,12,0,0,0,0,0
813,JADES-GS+053.12788-27.78197,03h32m30.6912s,-27d46m55.092s,53.12788,-27.78197,5.9693,1789551.1195394,PUN,,"IR,Vis",5,0,12,4,3,0,0,0,0,0
